juego;orden_sorteo;temporada_o_anyo;fecha_sorteo;nombre;lugar;dia_semana;hora;bote_promocional;combinacion_ordenada;combinacion_salida;reintegro;complementario;pleno15;estrellas;caballos;primer_premio;serie;fraccion;segundo_premio;bote_real;total_premios;recaudacion;apuestas;cat_1;acertantes_1;premio_1;cat_2;acertantes_2;premio_2;cat_3;acertantes_3;premio_3;cat_4;acertantes_4;premio_4;cat_5;acertantes_5;premio_5;cat_6;acertantes_6;premio_6;cat_7;acertantes_7;premio_7;cat_8;acertantes_8;premio_8;cat_9;acertantes_9;premio_9;cat_10;acertantes_10;premio_10;cat_11;acertantes_11;premio_11;cat_12;acertantes_12;premio_12;cat_13;acertantes_13;premio_13;
Euromillions;1;2010;03/12/2010;;;Friday;00:00;0;8 19 28 32 46;28 32 46 8 19;;;;4 7;;;;;;0;9.263.560;18.527.120;9.263.560;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2010;26/11/2010;;;Friday;00:00;0;9 28 36 41 49;9 41 36 49 28;;;;7 5;;;;;;0;10.447.983;20.895.966;10.447.983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2010;19/11/2010;;;Friday;00:00;0;12 15 32 36 45;36 12 15 45 32;;;;9 7;;;;;;0;9.880.085;19.760.170;9.880.085;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2010;12/11/2010;;;Friday;00:00;0;7 19 23 29 47;23 47 7 19 29;;;;6 1;;;;;;0;9.419.532;18.839.064;9.419.532;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2010;05/11/2010;;;Friday;00:00;0;21 23 33 40 50;21 23 33 50 40;;;;5 4;;;;;;0;9.878.695;19.757.390;9.878.695;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2010;29/10/2010;;;Friday;00:00;0;16 20 22 32 42;32 22 16 42 20;;;;8 9;;;;;;0;9.378.250;18.756.500;9.378.250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2010;22/10/2010;;;Friday;00:00;0;4 5 9 11 39;39 5 11 9 4;;;;3 5;;;;;;0;10.076.839;20.153.678;10.076.839;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2010;15/10/2010;;;Friday;00:00;0;2 31 36 38 43;38 31 2 36 43;;;;7 3;;;;;;0;9.635.324;19.270.648;9.635.324;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2010;08/10/2010;;;Friday;00:00;0;9 30 35 39 46;46 35 39 30 9;;;;6 8;;;;;;0;17.403.485;34.806.970;17.403.485;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2010;01/10/2010;;;Friday;00:00;0;1 4 6 27 48;4 27 6 48 1;;;;1 6;;;;;;0;16.032.494;32.064.988;16.032.494;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2010;24/09/2010;;;Friday;00:00;0;1 4 16 40 48;1 16 48 4 40;;;;1 9;;;;;;0;10.204.532;20.409.064;10.204.532;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2010;17/09/2010;;;Friday;00:00;0;17 27 29 38 50;50 27 38 17 29;;;;3 1;;;;;;0;8.368.739;16.737.478;8.368.739;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2010;10/09/2010;;;Friday;00:00;0;17 21 35 41 45;35 41 21 45 17;;;;5 1;;;;;;0;8.478.728;16.957.456;8.478.728;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2010;03/09/2010;;;Friday;00:00;0;13 24 26 47 49;24 49 47 26 13;;;;4 8;;;;;;0;8.359.449;16.718.898;8.359.449;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2010;27/08/2010;;;Friday;00:00;0;1 6 13 30 49;13 6 30 1 49;;;;1 9;;;;;;0;7.952.887;15.905.774;7.952.887;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2010;20/08/2010;;;Friday;00:00;0;5 27 31 40 42;27 31 5 42 40;;;;6 1;;;;;;0;7.943.551;15.887.102;7.943.551;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2010;13/08/2010;;;Friday;00:00;0;4 9 15 21 47;15 9 47 21 4;;;;7 2;;;;;;0;8.260.478;16.520.956;8.260.478;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2010;06/08/2010;;;Friday;00:00;0;13 25 28 29 42;42 28 13 29 25;;;;4 5;;;;;;0;8.350.006;16.700.012;8.350.006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2010;30/07/2010;;;Friday;00:00;0;3 4 11 28 39;39 11 3 4 28;;;;8 2;;;;;;0;9.033.081;18.066.162;9.033.081;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2010;23/07/2010;;;Friday;00:00;0;4 13 35 37 46;4 13 37 35 46;;;;9 3;;;;;;0;8.548.339;17.096.678;8.548.339;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2010;16/07/2010;;;Friday;00:00;0;38 39 45 46 49;49 46 45 39 38;;;;7 8;;;;;;0;9.710.370;19.420.740;9.710.370;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2010;09/07/2010;;;Friday;00:00;0;9 24 37 39 49;37 9 49 24 39;;;;3 9;;;;;;0;9.118.527;18.237.054;9.118.527;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2010;02/07/2010;;;Friday;00:00;0;12 13 36 41 46;46 41 36 13 12;;;;8 1;;;;;;0;8.660.659;17.321.318;8.660.659;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2010;25/06/2010;;;Friday;00:00;0;1 8 18 28 31;18 1 8 28 31;;;;9 8;;;;;;0;9.141.994;18.283.988;9.141.994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2010;18/06/2010;;;Friday;00:00;0;2 29 31 32 38;2 29 31 38 32;;;;4 1;;;;;;0;8.851.613;17.703.226;8.851.613;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2010;11/06/2010;;;Friday;00:00;0;2 22 24 36 44;44 2 36 22 24;;;;2 1;;;;;;0;9.067.632;18.135.264;9.067.632;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2010;04/06/2010;;;Friday;00:00;0;4 17 34 40 42;34 42 17 40 4;;;;9 4;;;;;;0;9.015.699;18.031.398;9.015.699;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2010;28/05/2010;;;Friday;00:00;0;4 9 31 32 33;9 31 32 33 4;;;;3 7;;;;;;0;9.270.707;18.541.414;9.270.707;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2010;21/05/2010;;;Friday;00:00;0;7 19 30 38 50;38 19 50 7 30;;;;4 7;;;;;;0;9.397.046;18.794.092;9.397.046;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2010;14/05/2010;;;Friday;00:00;0;1 17 31 43 47;17 31 43 47 1;;;;3 2;;;;;;0;13.726.481;27.452.962;13.726.481;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2010;07/05/2010;;;Friday;00:00;0;3 6 15 21 32;15 21 6 3 32;;;;7 9;;;;;;0;12.311.320;24.622.640;12.311.320;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2010;30/04/2010;;;Friday;00:00;0;6 22 24 25 36;6 36 22 25 24;;;;3 8;;;;;;0;11.090.622;22.181.244;11.090.622;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2010;23/04/2010;;;Friday;00:00;0;3 7 8 43 46;46 3 7 8 43;;;;6 8;;;;;;0;10.253.319;20.506.638;10.253.319;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2010;16/04/2010;;;Friday;00:00;0;9 11 17 26 40;17 11 26 40 9;;;;9 3;;;;;;0;9.789.995;19.579.990;9.789.995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2010;09/04/2010;;;Friday;00:00;0;7 21 23 24 44;44 23 24 21 7;;;;3 4;;;;;;0;9.298.321;18.596.642;9.298.321;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2010;02/04/2010;;;Friday;00:00;0;12 18 24 26 45;26 18 12 24 45;;;;5 4;;;;;;0;8.177.899;16.355.798;8.177.899;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2010;26/03/2010;;;Friday;00:00;0;8 16 18 37 43;18 37 8 16 43;;;;2 6;;;;;;0;10.849.440;21.698.880;10.849.440;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2010;19/03/2010;;;Friday;00:00;0;10 28 30 38 39;38 28 30 39 10;;;;7 2;;;;;;0;9.578.851;19.157.702;9.578.851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2010;12/03/2010;;;Friday;00:00;0;1 26 33 36 46;46 1 26 36 33;;;;7 6;;;;;;0;9.543.590;19.087.180;9.543.590;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2010;05/03/2010;;;Friday;00:00;0;12 18 19 43 49;19 18 49 12 43;;;;9 3;;;;;;0;11.039.166;22.078.332;11.039.166;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2010;26/02/2010;;;Friday;00:00;0;7 11 18 29 42;42 11 29 7 18;;;;7 6;;;;;;0;10.303.836;20.607.672;10.303.836;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2010;19/02/2010;;;Friday;00:00;0;12 31 37 38 43;37 12 38 31 43;;;;3 2;;;;;;0;9.756.213;19.512.426;9.756.213;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2010;12/02/2010;;;Friday;00:00;0;1 5 18 38 45;5 45 1 38 18;;;;6 4;;;;;;0;15.467.312;30.934.624;15.467.312;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2010;05/02/2010;;;Friday;00:00;0;34 35 38 39 46;46 38 34 35 39;;;;3 4;;;;;;0;14.419.072;28.838.144;14.419.072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2010;29/01/2010;;;Friday;00:00;0;9 17 30 39 43;39 43 30 17 9;;;;7 5;;;;;;0;9.835.903;19.671.806;9.835.903;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2010;22/01/2010;;;Friday;00:00;0;4 22 27 36 44;4 44 27 22 36;;;;9 7;;;;;;0;9.346.335;18.692.670;9.346.335;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2010;15/01/2010;;;Friday;00:00;0;11 26 29 49 50;49 50 26 29 11;;;;4 7;;;;;;0;11.326.411;22.652.822;11.326.411;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2010;08/01/2010;;;Friday;00:00;0;4 5 14 44 46;44 5 14 4 46;;;;9 8;;;;;;0;10.417.748;20.835.496;10.417.748;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2010;01/01/2010;;;Friday;00:00;0;9 22 24 27 36;9 22 24 27 36;;;;5 7;;;;;;0;8.646.487;17.292.974;8.646.487;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2009;25/12/2009;;;Friday;00:00;0;4 5 14 17 34;4 17 5 34 14;;;;5 3;;;;;;0;7.705.940;15.411.880;7.705.940;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2009;18/12/2009;;;Friday;00:00;0;14 30 32 35 49;49 30 35 32 14;;;;8 3;;;;;;0;10.454.558;20.909.116;10.454.558;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2009;11/12/2009;;;Friday;00:00;0;20 41 43 44 46;41 43 44 46 20;;;;2 9;;;;;;0;10.023.332;20.046.664;10.023.332;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2009;04/12/2009;;;Friday;00:00;0;18 19 25 30 44;25 30 19 18 44;;;;3 1;;;;;;0;9.723.837;19.447.674;9.723.837;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2009;27/11/2009;;;Friday;00:00;0;5 8 13 15 33;33 15 13 5 8;;;;8 9;;;;;;0;9.218.532;18.437.064;9.218.532;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2009;20/11/2009;;;Friday;00:00;0;5 9 28 43 47;47 9 28 5 43;;;;2 9;;;;;;0;9.458.746;18.917.492;9.458.746;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2009;13/11/2009;;;Friday;00:00;0;13 15 25 26 32;15 25 32 26 13;;;;4 3;;;;;;0;9.565.601;19.131.202;9.565.601;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2009;06/11/2009;;;Friday;00:00;0;11 19 34 43 45;19 43 45 34 11;;;;5 9;;;;;;0;13.856.611;27.713.222;13.856.611;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2009;30/10/2009;;;Friday;00:00;0;9 33 35 38 40;35 9 33 38 40;;;;6 2;;;;;;0;12.049.952;24.099.904;12.049.952;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2009;23/10/2009;;;Friday;00:00;0;6 18 20 29 31;20 6 18 29 31;;;;8 2;;;;;;0;10.798.972;21.597.944;10.798.972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2009;16/10/2009;;;Friday;00:00;0;12 23 30 31 47;23 30 31 47 12;;;;3 4;;;;;;0;10.724.599;21.449.198;10.724.599;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2009;09/10/2009;;;Friday;00:00;0;7 11 29 46 50;29 11 46 7 50;;;;4 7;;;;;;0;9.705.101;19.410.202;9.705.101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2009;02/10/2009;;;Friday;00:00;0;22 23 24 29 44;44 29 24 23 22;;;;5 1;;;;;;0;9.094.856;18.189.712;9.094.856;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2009;25/09/2009;;;Friday;00:00;0;6 17 18 21 34;6 21 18 17 34;;;;9 3;;;;;;0;9.269.527;18.539.054;9.269.527;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2009;18/09/2009;;;Friday;00:00;0;6 16 30 38 41;30 16 41 38 6;;;;2 4;;;;;;0;14.255.492;28.510.984;14.255.492;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2009;11/09/2009;;;Friday;00:00;0;12 15 35 42 43;12 15 35 42 43;;;;4 6;;;;;;0;9.725.685;19.451.370;9.725.685;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2009;04/09/2009;;;Friday;00:00;0;;;;;;;;;;;;0;9.314.471;18.628.942;9.314.471;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2009;28/08/2009;;;Friday;00:00;0;8 36 37 41 49;37 41 49 36 8;;;;7 5;;;;;;0;8.610.329;17.220.658;8.610.329;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2009;21/08/2009;;;Friday;00:00;0;4 7 16 31 42;16 42 31 7 4;;;;5 3;;;;;;0;10.483.000;20.966.000;10.483.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2009;14/08/2009;;;Friday;00:00;0;5 8 24 30 49;30 5 8 49 24;;;;9 3;;;;;;0;9.987.607;19.975.214;9.987.607;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2009;07/08/2009;;;Friday;00:00;0;10 20 22 24 31;22 10 31 24 20;;;;7 2;;;;;;0;9.532.609;19.065.218;9.532.609;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2009;31/07/2009;;;Friday;00:00;0;5 9 20 21 26;26 9 20 21 5;;;;6 3;;;;;;0;9.188.233;18.376.466;9.188.233;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2009;24/07/2009;;;Friday;00:00;0;14 15 25 35 47;15 47 35 25 14;;;;9 5;;;;;;0;8.640.187;17.280.374;8.640.187;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2009;17/07/2009;;;Friday;00:00;0;2 8 17 32 50;17 50 8 2 32;;;;3 7;;;;;;0;10.315.895;20.631.790;10.315.895;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2009;10/07/2009;;;Friday;00:00;0;6 16 20 42 46;42 20 6 16 46;;;;1 6;;;;;;0;9.889.664;19.779.328;9.889.664;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2009;03/07/2009;;;Friday;00:00;0;21 29 34 46 47;29 47 46 34 21;;;;6 8;;;;;;0;9.044.444;18.088.888;9.044.444;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2009;26/06/2009;;;Friday;00:00;0;6 11 21 30 39;21 6 11 39 30;;;;8 2;;;;;;0;8.438.395;16.876.790;8.438.395;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2009;19/06/2009;;;Friday;00:00;0;4 16 17 20 29;20 17 16 4 29;;;;7 5;;;;;;0;8.752.431;17.504.862;8.752.431;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2009;12/06/2009;;;Friday;00:00;0;6 14 16 34 50;50 14 6 16 34;;;;6 4;;;;;;0;10.575.255;21.150.510;10.575.255;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2009;05/06/2009;;;Friday;00:00;0;11 19 26 35 40;35 19 40 26 11;;;;2 5;;;;;;0;10.119.819;20.239.638;10.119.819;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2009;29/05/2009;;;Friday;00:00;0;2 5 30 37 47;30 47 2 37 5;;;;6 3;;;;;;0;9.383.746;18.767.492;9.383.746;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2009;22/05/2009;;;Friday;00:00;0;4 13 14 33 43;43 4 14 33 13;;;;6 1;;;;;;0;9.005.839;18.011.678;9.005.839;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2009;15/05/2009;;;Friday;00:00;0;8 18 19 20 42;19 8 42 18 20;;;;5 9;;;;;;0;9.103.933;18.207.866;9.103.933;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2009;08/05/2009;;;Friday;00:00;0;4 23 24 29 31;4 23 24 29 31;;;;8 9;;;;;;0;13.827.484;27.654.968;13.827.484;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2009;01/05/2009;;;Friday;00:00;0;;;;;;;;;;;;0;11.988.871;23.977.742;11.988.871;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2009;24/04/2009;;;Friday;00:00;0;;;;;;;;;;;;0;11.279.886;22.559.772;11.279.886;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2009;17/04/2009;;;Friday;00:00;0;;;;;;;;;;;;0;10.486.527;20.973.054;10.486.527;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2009;10/04/2009;;;Friday;00:00;0;;;;;;;;;;;;0;8.201.286;16.402.572;8.201.286;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2009;03/04/2009;;;Friday;00:00;0;;;;;;;;;;;;0;9.062.668;18.125.336;9.062.668;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2009;27/03/2009;;;Friday;00:00;0;;;;;;;;;;;;0;8.661.072;17.322.144;8.661.072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2009;20/03/2009;;;Friday;00:00;0;;;;;;;;;;;;0;9.186.256;18.372.512;9.186.256;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2009;13/03/2009;;;Friday;00:00;0;;;;;;;;;;;;0;9.265.406;18.530.812;9.265.406;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2009;06/03/2009;;;Friday;00:00;0;;;;;;;;;;;;0;15.898.217;31.796.434;15.898.217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2009;27/02/2009;;;Friday;00:00;0;;;;;;;;;;;;0;9.934.134;19.868.268;9.934.134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2009;20/02/2009;;;Friday;00:00;0;;;;;;;;;;;;0;8.870.767;17.741.534;8.870.767;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2009;13/02/2009;;;Friday;00:00;0;;;;;;;;;;;;0;8.448.580;16.897.160;8.448.580;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2009;06/02/2009;;;Friday;00:00;0;;;;;;;;;;;;0;8.329.431;16.658.862;8.329.431;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2009;30/01/2009;;;Friday;00:00;0;;;;;;;;;;;;0;9.081.618;18.163.236;9.081.618;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2009;23/01/2009;;;Friday;00:00;0;;;;;;;;;;;;0;8.334.665;16.669.330;8.334.665;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2009;16/01/2009;;;Friday;00:00;0;;;;;;;;;;;;0;8.650.362;17.300.724;8.650.362;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2009;09/01/2009;;;Friday;00:00;0;;;;;;;;;;;;0;10.292.489;20.584.978;10.292.489;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2009;02/01/2009;;;Friday;00:00;0;;;;;;;;;;;;0;8.811.223;17.622.446;8.811.223;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2008;26/12/2008;;;Friday;00:00;0;;;;;;;;;;;;0;7.850.345;15.700.690;7.850.345;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2008;19/12/2008;;;Friday;00:00;0;;;;;;;;;;;;0;8.030.703;16.061.406;8.030.703;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2008;12/12/2008;;;Friday;00:00;0;;;;;;;;;;;;0;7.984.149;15.968.298;7.984.149;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2008;05/12/2008;;;Friday;00:00;0;;;;;;;;;;;;0;8.371.744;16.743.488;8.371.744;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2008;28/11/2008;;;Friday;00:00;0;;;;;;;;;;;;0;8.697.977;17.395.954;8.697.977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2008;21/11/2008;;;Friday;00:00;0;;;;;;;;;;;;0;8.282.470;16.564.940;8.282.470;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2008;14/11/2008;;;Friday;00:00;0;;;;;;;;;;;;0;8.557.599;17.115.198;8.557.599;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2008;07/11/2008;;;Friday;00:00;0;;;;;;;;;;;;0;8.656.471;17.312.942;8.656.471;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2008;31/10/2008;;;Friday;00:00;0;;;;;;;;;;;;0;9.738.893;19.477.786;9.738.893;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2008;24/10/2008;;;Friday;00:00;0;;;;;;;;;;;;0;9.108.527;18.217.054;9.108.527;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2008;17/10/2008;;;Friday;00:00;0;;;;;;;;;;;;0;8.726.531;17.453.062;8.726.531;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2008;10/10/2008;;;Friday;00:00;0;;;;;;;;;;;;0;9.690.276;19.380.552;9.690.276;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2008;03/10/2008;;;Friday;00:00;0;;;;;;;;;;;;0;9.482.812;18.965.624;9.482.812;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2008;26/09/2008;;;Friday;00:00;0;;;;;;;;;;;;0;14.611.399;29.222.798;14.611.399;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2008;19/09/2008;;;Friday;00:00;0;;;;;;;;;;;;0;8.797.273;17.594.546;8.797.273;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2008;12/09/2008;;;Friday;00:00;0;;;;;;;;;;;;0;8.966.998;17.933.996;8.966.998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2008;05/09/2008;;;Friday;00:00;0;;;;;;;;;;;;0;13.664.923;27.329.846;13.664.923;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
